customer_id,first_name,last_name,gender,age,dob,email,phone,city,state,country,postal_code,loyalty_tier,total_spend,is_active,marketing_opt_in,created_ts,last_login_ts,record_load_date,source_system
CUST00521,,Mehta,F,,2024-11-09,user449@mail.com,12345,,,NZ,ABCDE,SILVER,31735.89,N,,2025-10-03 00:00:00,,2025-08-14,
CUST06761,Vikram,Kumar,O,,invalid_date,user450@mail.com,9398559455,Wellington,,NZ,6021,,,Y,,2024-07-20 00:00:00,2024-07-05 00:00:00,,ECOM
CUST05358,,Wilson,O,-3.0,2025-05-07,,12345,Christchurch,South,AU,6021,,12147.41,Y,Y,,2024-01-01 00:00:00,invalid_date,
CUST06909,Vikram,Sharma,O,,invalid_date,user452mail.com,12345,Auckland,North,AU,1010,PLATINUM,43668.25,,,,,2025-09-11,POS
CUST00991,Priya,Sharma,,53.0,invalid_date,user453mail.com,,,,NZ,1010,PLATINUM,6510.54,N,,,,,ECOM
CUST04813,Priya,Kumar,M,,,user454@mail.com,12345,,,AU,6021,PLATINUM,38532.34,N,,2024-04-11 00:00:00,,invalid_date,
CUST02158,Neha,Brown,F,75.0,,user455@mail.com,9169985543,Auckland,South,AU,1010,,43857.43,Y,Y,,,,ECOM
CUST00503,,Das,O,20.0,2025-11-17,user456mail.com,12345,Wellington,South,NZ,,PLATINUM,,Y,Y,2025-01-19 00:00:00,2025-08-25 00:00:00,,CRM
CUST05946,Neha,Sharma,F,29.0,,,12345,,South,,ABCDE,GOLD,,,N,,,,CRM
CUST04960,Priya,Wilson,O,27.0,invalid_date,user458mail.com,12345,Christchurch,South,,,SILVER,,N,Y,2024-07-29 00:00:00,2024-01-13 00:00:00,2025-02-23,ECOM
CUST01053,Anna,Das,F,38.0,2024-03-09,,9653513880,Christchurch,,AU,1010,GOLD,,N,N,,2024-06-15 00:00:00,2025-01-08,ECOM
CUST06767,Vikram,Kumar,O,,,user460mail.com,9754086766,Christchurch,,NZ,ABCDE,PLATINUM,,,Y,,,invalid_date,POS
CUST01310,Vikram,Das,,68.0,invalid_date,user461mail.com,,,,,ABCDE,PLATINUM,12205.01,N,Y,2024-11-01 00:00:00,invalid_ts,invalid_date,CRM
CUST03162,Vikram,Sharma,,69.0,,user462mail.com,,,South,AU,6021,,,N,Y,2025-03-22 00:00:00,invalid_ts,invalid_date,
CUST02044,Sara,Sharma,F,-3.0,,user463@mail.com,,Christchurch,North,AU,1010,GOLD,,N,Y,,,invalid_date,CRM
CUST00853,John,Das,F,-3.0,,user464mail.com,12345,Wellington,South,AU,ABCDE,PLATINUM,46904.71,Y,Y,invalid_ts,invalid_ts,2025-01-03,ECOM
CUST00153,David,Brown,,,,user465mail.com,,Auckland,,,ABCDE,PLATINUM,,N,Y,,,invalid_date,CRM
CUST01659,Neha,Iyer,,,invalid_date,user466mail.com,,Wellington,South,,ABCDE,SILVER,,N,N,invalid_ts,invalid_ts,,ECOM
CUST03306,Anna,Sharma,,,2024-04-08,,,Auckland,,NZ,ABCDE,SILVER,,Y,N,invalid_ts,,invalid_date,ECOM
CUST01618,Amit,Das,O,-3.0,,user468@mail.com,12345,,North,AU,1010,SILVER,35214.31,Y,Y,invalid_ts,invalid_ts,,CRM
CUST04801,Anna,Brown,M,-3.0,2024-12-10,,,,,,6021,PLATINUM,6553.6,Y,,invalid_ts,2025-01-01 00:00:00,,POS
CUST01434,,,M,-3.0,invalid_date,user470mail.com,,Wellington,North,,ABCDE,SILVER,40209.95,N,Y,2025-10-13 00:00:00,2024-10-29 00:00:00,,POS
CUST05870,John,Das,O,-3.0,2025-11-10,,12345,,North,AU,1010,SILVER,11975.83,,N,invalid_ts,2025-07-20 00:00:00,invalid_date,ECOM
CUST06831,Priya,Das,O,-3.0,invalid_date,,9603198695,,North,NZ,,PLATINUM,,N,N,invalid_ts,,2025-08-17,
CUST02858,Anna,Kumar,,,2025-05-15,user473mail.com,12345,Auckland,South,NZ,1010,PLATINUM,,,,invalid_ts,,invalid_date,
CUST01486,Vikram,,,73.0,,,12345,Auckland,South,,,SILVER,,N,Y,,invalid_ts,invalid_date,
CUST02113,Vikram,Iyer,,-3.0,invalid_date,,,Christchurch,,,ABCDE,,9428.16,Y,Y,invalid_ts,2025-03-30 00:00:00,2024-05-31,
CUST06946,Riya,Das,M,,2024-05-22,,9296652633,,North,,,SILVER,,Y,,,,,ECOM
CUST01560,Neha,Sharma,F,26.0,invalid_date,user477@mail.com,12345,Christchurch,North,,1010,,,Y,N,2024-11-13 00:00:00,invalid_ts,invalid_date,POS
CUST03203,Rahul,Wilson,M,52.0,2024-05-01,user478mail.com,12345,Wellington,South,NZ,1010,,24335.79,,,,2024-11-10 00:00:00,2024-08-31,ECOM
CUST00235,Anna,Das,,,invalid_date,user479@mail.com,,,North,AU,1010,,,,,invalid_ts,invalid_ts,,POS
CUST00417,John,Mehta,,45.0,,,9484951884,Auckland,North,AU,,,,Y,,,2024-02-10 00:00:00,invalid_date,
CUST06611,Sara,Taylor,,-3.0,,user481@mail.com,9383718208,Auckland,,NZ,,GOLD,,Y,N,,,,POS
CUST02491,Sara,Brown,,67.0,,user482@mail.com,,Wellington,South,NZ,1010,,28379.93,Y,Y,invalid_ts,2024-05-22 00:00:00,2025-11-11,POS
CUST05144,Neha,Brown,M,-3.0,2024-04-30,user483mail.com,9115401708,Christchurch,South,NZ,ABCDE,GOLD,,,Y,2025-03-08 00:00:00,invalid_ts,,POS
CUST04184,Riya,Wilson,,-3.0,,user484mail.com,,Christchurch,,AU,ABCDE,GOLD,22414.83,,Y,,2024-09-26 00:00:00,,POS
CUST00922,John,Brown,M,-3.0,2024-11-25,user485@mail.com,,Christchurch,North,NZ,1010,SILVER,,Y,,invalid_ts,,invalid_date,
CUST05031,Sara,Taylor,,65.0,invalid_date,user486mail.com,12345,Wellington,,AU,6021,,25676.0,N,,,,invalid_date,ECOM
CUST02645,John,Taylor,F,-3.0,2025-05-18,user487@mail.com,,Christchurch,,NZ,,PLATINUM,,N,,,invalid_ts,2025-10-02,CRM
CUST03475,John,Das,F,-3.0,invalid_date,user488mail.com,12345,,South,AU,,GOLD,13000.67,Y,Y,,invalid_ts,,CRM
CUST00145,Neha,Singh,,-3.0,,,12345,,South,AU,6021,,,N,N,,,invalid_date,ECOM
CUST03998,,Singh,,-3.0,invalid_date,user490mail.com,12345,Christchurch,,AU,ABCDE,PLATINUM,5107.37,N,N,,2024-02-28 00:00:00,,ECOM
CUST00950,Priya,Mehta,,56.0,2025-10-21,user491mail.com,12345,,South,,,GOLD,13149.89,N,Y,2025-01-20 00:00:00,2024-10-03 00:00:00,invalid_date,ECOM
CUST04680,Sara,,,,invalid_date,,12345,Christchurch,,AU,,GOLD,35167.57,N,Y,invalid_ts,,invalid_date,CRM
CUST01892,Sara,Kumar,O,-3.0,invalid_date,user493@mail.com,,Auckland,South,NZ,6021,SILVER,,Y,,2024-10-30 00:00:00,2024-04-02 00:00:00,invalid_date,CRM
CUST00753,Riya,Wilson,M,33.0,2025-10-04,user494@mail.com,12345,Wellington,North,,6021,PLATINUM,38115.39,Y,,,invalid_ts,,
CUST01927,,Sharma,M,20.0,,user495@mail.com,9388250626,Wellington,South,,,GOLD,7328.3,N,,,invalid_ts,,CRM
CUST05883,Sara,Sharma,M,,invalid_date,user496@mail.com,9282667623,Wellington,South,,1010,,43963.38,,,,,2024-09-22,CRM
CUST04483,John,Patel,M,36.0,invalid_date,user497@mail.com,12345,,North,AU,1010,PLATINUM,,,Y,invalid_ts,,invalid_date,POS
CUST05656,Rahul,Kumar,M,-3.0,invalid_date,,,Wellington,North,,1010,,5832.4,Y,N,,invalid_ts,,CRM
CUST02196,,Taylor,M,37.0,,user499@mail.com,,Christchurch,South,AU,6021,SILVER,16963.04,,N,invalid_ts,,2025-08-31,
CUST01995,Priya,Brown,F,-3.0,2025-08-28,user500@mail.com,9944242138,,North,AU,6021,GOLD,17004.27,Y,Y,2024-01-23 00:00:00,2024-12-14 00:00:00,,CRM
CUST03112,,Das,M,,invalid_date,,12345,,South,,ABCDE,GOLD,39522.85,Y,N,,,,CRM
CUST04889,Sara,Patel,,,2024-11-13,user502mail.com,,,,NZ,1010,GOLD,,N,N,invalid_ts,2025-09-22 00:00:00,2025-08-08,
CUST04819,David,Iyer,,,2024-08-28,user503@mail.com,12345,Wellington,,NZ,1010,,46638.82,N,N,invalid_ts,invalid_ts,2024-05-18,POS
CUST05836,David,Iyer,,,2025-09-28,user504mail.com,9311439030,,South,NZ,,GOLD,10926.74,,,,2025-03-29 00:00:00,invalid_date,ECOM
CUST01514,Priya,Iyer,O,,2025-05-05,user505@mail.com,,Wellington,South,,,GOLD,,,Y,2024-08-26 00:00:00,invalid_ts,,POS
CUST03760,David,Mehta,M,,2024-10-29,,,Wellington,South,NZ,,,,N,Y,invalid_ts,invalid_ts,invalid_date,
CUST01494,,Wilson,F,-3.0,invalid_date,,12345,,,NZ,6021,SILVER,,N,Y,2025-03-30 00:00:00,invalid_ts,invalid_date,ECOM
CUST02115,Neha,,O,-3.0,2025-10-26,,12345,,South,AU,,,5914.9,N,,invalid_ts,,2024-10-12,POS
CUST06526,Amit,Wilson,F,-3.0,invalid_date,user509@mail.com,,,South,,,SILVER,35242.86,N,,2024-11-15 00:00:00,,,
CUST01259,,Sharma,F,-3.0,2025-10-18,user510@mail.com,9978771692,Wellington,,NZ,6021,GOLD,48657.64,,N,invalid_ts,,invalid_date,POS
CUST03348,Rahul,Taylor,O,48.0,invalid_date,user511mail.com,12345,Wellington,,AU,,SILVER,2812.33,,N,invalid_ts,2024-08-11 00:00:00,2024-02-13,
CUST06874,Sara,Sharma,O,-3.0,2025-03-20,,,Auckland,North,AU,ABCDE,,32645.96,Y,Y,,,invalid_date,ECOM
CUST04457,Sara,Iyer,O,-3.0,2024-07-04,user513mail.com,,,North,AU,ABCDE,SILVER,,,N,2024-09-29 00:00:00,,,
CUST00615,Neha,Sharma,F,,2025-09-15,,12345,Wellington,,,1010,SILVER,24093.34,N,N,,invalid_ts,invalid_date,POS
CUST03042,Rahul,,O,-3.0,invalid_date,user515mail.com,9966300647,Auckland,,NZ,1010,SILVER,28229.45,Y,,invalid_ts,2025-06-30 00:00:00,invalid_date,
CUST00152,Neha,Mehta,,,2024-07-27,user516mail.com,,,South,NZ,6021,SILVER,34270.54,N,,,,2025-06-12,POS
CUST00590,Sara,Iyer,F,-3.0,invalid_date,,9750848021,Auckland,,NZ,ABCDE,,21377.91,,N,2025-08-09 00:00:00,2025-01-10 00:00:00,,
CUST04466,Riya,Patel,O,-3.0,2025-03-28,user518@mail.com,12345,Christchurch,North,,6021,SILVER,,N,,invalid_ts,invalid_ts,,POS
CUST03049,Priya,Patel,M,-3.0,2025-11-07,user519mail.com,12345,,,AU,1010,,,,Y,,2024-01-02 00:00:00,,POS
CUST06629,Priya,Kumar,F,,invalid_date,user520mail.com,,Wellington,North,AU,1010,,,Y,Y,invalid_ts,2024-10-15 00:00:00,2025-02-03,
CUST04245,Rahul,Kumar,,-3.0,invalid_date,,9118124943,,South,,6021,,26673.3,N,Y,invalid_ts,2024-09-02 00:00:00,,
CUST04944,Riya,Brown,F,-3.0,2025-01-18,,9987871294,Wellington,South,,ABCDE,,,Y,,invalid_ts,invalid_ts,invalid_date,POS
CUST06231,Neha,Mehta,M,-3.0,,user523mail.com,,,North,NZ,,PLATINUM,8586.3,N,,2025-10-22 00:00:00,,2024-10-06,ECOM
CUST06243,Neha,Kumar,,55.0,2024-04-15,user524@mail.com,12345,,,,1010,,,Y,N,,,2024-11-26,POS
CUST01627,Priya,Mehta,F,-3.0,invalid_date,,12345,Auckland,North,NZ,,SILVER,,N,,2024-11-25 00:00:00,invalid_ts,invalid_date,
CUST01298,Amit,Sharma,M,-3.0,2025-06-14,user526mail.com,,,North,NZ,6021,GOLD,,,Y,2025-02-25 00:00:00,,,CRM
CUST04356,,Das,M,-3.0,2025-08-28,user527mail.com,12345,Auckland,North,NZ,ABCDE,GOLD,43048.21,Y,N,,,,
CUST00776,Anna,Mehta,,,2025-07-23,user528@mail.com,,Wellington,North,,,GOLD,27519.07,N,Y,2024-06-13 00:00:00,invalid_ts,,
CUST05730,Riya,Patel,O,,invalid_date,user529@mail.com,12345,Christchurch,North,AU,,PLATINUM,,,,2025-02-26 00:00:00,invalid_ts,invalid_date,
CUST01256,,Sharma,F,45.0,invalid_date,user530mail.com,,Christchurch,North,,,GOLD,,N,,invalid_ts,,2024-09-11,ECOM
CUST01549,Vikram,Patel,O,-3.0,invalid_date,user531mail.com,9413981435,,North,AU,ABCDE,PLATINUM,11658.84,N,N,,,invalid_date,
CUST02618,Vikram,Patel,O,27.0,invalid_date,user532@mail.com,,Wellington,North,AU,6021,PLATINUM,24269.43,N,N,,,,
CUST06174,David,Kumar,O,48.0,invalid_date,user533mail.com,9857324027,Wellington,,NZ,1010,SILVER,19632.27,,N,,2024-08-21 00:00:00,2024-03-02,ECOM
CUST01785,Sara,Kumar,O,,,user534@mail.com,,Auckland,,AU,6021,SILVER,234.31,,N,2024-02-17 00:00:00,,invalid_date,CRM
CUST00895,Vikram,Brown,O,,,user535@mail.com,12345,Auckland,,AU,1010,PLATINUM,26963.73,,Y,2024-11-16 00:00:00,,invalid_date,ECOM
CUST06785,David,Taylor,F,,2024-12-06,,12345,,North,,,GOLD,,N,N,invalid_ts,2024-12-12 00:00:00,invalid_date,ECOM
CUST01790,Riya,Kumar,F,-3.0,2024-09-22,user537@mail.com,12345,,,AU,6021,SILVER,12773.84,,N,invalid_ts,invalid_ts,2024-07-20,CRM
CUST01545,Sara,Mehta,O,53.0,,,9712854025,Wellington,North,,1010,SILVER,,,Y,,2025-05-13 00:00:00,,POS
CUST04467,Sara,Sharma,,60.0,,user539@mail.com,9397193636,Auckland,,,ABCDE,PLATINUM,8849.94,N,,,2024-09-28 00:00:00,,ECOM
CUST04080,Vikram,Sharma,F,73.0,2024-03-05,user540@mail.com,9918977861,Wellington,,AU,ABCDE,GOLD,,N,Y,invalid_ts,2025-07-24 00:00:00,2024-02-27,CRM
CUST03548,Sara,Brown,M,31.0,invalid_date,,12345,,,,1010,SILVER,11699.87,,,invalid_ts,,2025-03-11,CRM
CUST05107,Anna,Wilson,M,-3.0,,,,Auckland,North,,ABCDE,PLATINUM,31086.47,Y,N,2024-12-10 00:00:00,2024-04-12 00:00:00,,POS
CUST01179,Anna,,F,,,user543@mail.com,12345,Christchurch,,,,GOLD,14298.03,N,N,,invalid_ts,,POS
CUST00991,John,Taylor,O,61.0,2025-10-03,user544mail.com,12345,,North,AU,ABCDE,SILVER,,,,invalid_ts,,invalid_date,CRM
CUST02586,Riya,Patel,,,,user545mail.com,9204359038,Wellington,South,,6021,SILVER,3768.97,,,,2024-10-30 00:00:00,invalid_date,CRM
CUST01686,Neha,Das,F,50.0,invalid_date,user546@mail.com,9995429112,,,AU,ABCDE,SILVER,,,Y,invalid_ts,2024-05-07 00:00:00,,
CUST04868,Anna,Iyer,,,invalid_date,,,,North,NZ,1010,GOLD,8958.26,N,,,2024-07-11 00:00:00,invalid_date,ECOM
CUST06822,Sara,,F,-3.0,invalid_date,user548@mail.com,,,,,,SILVER,48691.71,,Y,,,,ECOM
CUST03946,Anna,Sharma,F,-3.0,2024-09-16,,12345,,South,NZ,1010,PLATINUM,15503.03,Y,N,invalid_ts,2025-07-14 00:00:00,invalid_date,ECOM
CUST05819,Sara,Sharma,O,-3.0,2024-06-26,user550mail.com,12345,,South,NZ,1010,,,,N,,2024-06-12 00:00:00,,ECOM
CUST04676,John,Kumar,F,,2024-12-28,user551mail.com,,Christchurch,,NZ,,SILVER,24591.92,,,,2024-02-14 00:00:00,invalid_date,CRM
CUST00754,Neha,Singh,M,-3.0,invalid_date,,,Christchurch,South,AU,1010,,37962.04,N,Y,2025-01-30 00:00:00,invalid_ts,,ECOM
CUST01858,Priya,Sharma,O,-3.0,2024-10-12,,9564442655,,South,,,PLATINUM,,,Y,,,2024-12-25,ECOM
CUST03947,Priya,Sharma,O,38.0,2024-09-05,,12345,Auckland,South,,6021,,41859.57,,Y,2024-09-28 00:00:00,2025-07-22 00:00:00,2025-11-25,CRM
CUST04712,Riya,Iyer,F,44.0,2024-07-05,user555mail.com,9658045418,Christchurch,South,NZ,,SILVER,,,,2024-12-23 00:00:00,2025-05-09 00:00:00,,
CUST01734,Rahul,Iyer,O,-3.0,2024-07-10,,9131553253,Christchurch,,,ABCDE,PLATINUM,,Y,,2025-03-04 00:00:00,2025-06-03 00:00:00,invalid_date,
CUST05856,Rahul,Taylor,O,27.0,invalid_date,user557@mail.com,9262709949,Auckland,North,NZ,,GOLD,,N,Y,,,2024-04-11,ECOM
CUST04863,,Sharma,M,41.0,,,,Christchurch,North,AU,,SILVER,45229.76,N,N,,,2024-02-12,
CUST02633,,Brown,O,-3.0,2024-12-01,,12345,Christchurch,North,AU,6021,SILVER,2183.3,Y,N,,invalid_ts,,
CUST05442,Riya,Mehta,M,-3.0,,,12345,Wellington,South,NZ,6021,GOLD,19429.98,N,,2024-04-07 00:00:00,2025-06-24 00:00:00,2025-02-01,
CUST02839,Riya,Singh,O,66.0,2025-12-01,,,,South,AU,,GOLD,,N,,2024-05-06 00:00:00,2025-11-21 00:00:00,invalid_date,CRM
CUST02009,Priya,Wilson,F,,2025-05-25,user562@mail.com,,Christchurch,North,NZ,ABCDE,PLATINUM,,N,Y,,2024-05-26 00:00:00,,CRM
CUST01127,,,F,,,,9124282358,Christchurch,South,,ABCDE,GOLD,43367.97,Y,Y,2024-04-01 00:00:00,invalid_ts,2024-10-15,CRM
CUST00144,Priya,Das,,27.0,2024-09-24,user564mail.com,9210932545,Christchurch,South,NZ,1010,PLATINUM,,N,Y,2024-10-31 00:00:00,invalid_ts,,POS
CUST01695,Neha,Iyer,M,-3.0,,user565@mail.com,12345,Christchurch,North,,1010,,7443.67,N,,invalid_ts,,invalid_date,
CUST04938,Sara,,O,20.0,invalid_date,user566mail.com,,Auckland,South,AU,,PLATINUM,42628.53,,N,2025-11-13 00:00:00,invalid_ts,,POS
CUST00043,Priya,Patel,F,,2024-04-08,,,Auckland,,,ABCDE,GOLD,,N,N,,2024-09-12 00:00:00,,ECOM
CUST06664,David,,,-3.0,invalid_date,,12345,Wellington,South,,6021,PLATINUM,,,N,,2024-02-08 00:00:00,invalid_date,CRM
CUST05136,David,Patel,O,18.0,2024-11-05,user569mail.com,12345,Christchurch,North,,1010,PLATINUM,,N,,invalid_ts,2024-04-24 00:00:00,invalid_date,POS
CUST03767,John,Das,F,62.0,invalid_date,,9808589098,Christchurch,North,AU,,GOLD,49307.32,N,N,,2025-03-18 00:00:00,,POS
CUST00933,Amit,Kumar,O,-3.0,invalid_date,user571mail.com,12345,Auckland,South,,1010,GOLD,8503.24,,N,2024-02-09 00:00:00,,2025-05-27,CRM
CUST05439,Sara,Wilson,M,68.0,2024-04-05,user572mail.com,,Christchurch,South,,,,26856.01,Y,,,,2024-10-11,CRM
CUST06102,John,Mehta,M,22.0,2025-11-20,user573mail.com,12345,Christchurch,South,AU,ABCDE,PLATINUM,,Y,,2025-06-25 00:00:00,2024-11-11 00:00:00,2024-10-23,CRM
CUST01957,Priya,Wilson,O,58.0,2025-11-18,user574@mail.com,12345,Christchurch,North,,6021,SILVER,49139.23,,N,2025-11-08 00:00:00,invalid_ts,,POS
CUST03985,Vikram,Singh,M,-3.0,,user575mail.com,12345,Christchurch,South,,6021,,45396.33,Y,,2025-09-18 00:00:00,,2024-04-21,
CUST01548,Rahul,Kumar,O,,,user576@mail.com,,Wellington,North,AU,1010,PLATINUM,8692.56,Y,Y,,2025-04-06 00:00:00,invalid_date,ECOM
CUST00712,Rahul,Wilson,F,43.0,invalid_date,,12345,,,NZ,1010,GOLD,,,,2024-05-14 00:00:00,,invalid_date,POS
CUST00428,John,Singh,O,-3.0,invalid_date,user578@mail.com,9827278517,Christchurch,,,,,,,N,,invalid_ts,invalid_date,
CUST06102,Anna,Brown,F,33.0,invalid_date,user579@mail.com,12345,Christchurch,North,NZ,ABCDE,SILVER,,Y,,,,invalid_date,
CUST00637,Vikram,Iyer,F,,2025-08-07,,,Wellington,North,NZ,,GOLD,,Y,Y,invalid_ts,2024-06-07 00:00:00,2025-05-22,ECOM
CUST05487,Rahul,Wilson,F,-3.0,,user581@mail.com,,,,AU,,PLATINUM,,,Y,,,2024-11-28,
CUST01317,Rahul,Kumar,M,-3.0,invalid_date,user582mail.com,12345,Christchurch,South,,1010,PLATINUM,,N,N,2025-04-17 00:00:00,invalid_ts,invalid_date,
CUST02665,Rahul,Mehta,,,,user583mail.com,12345,Wellington,,AU,,SILVER,,N,,invalid_ts,,invalid_date,
CUST02429,Rahul,Sharma,O,26.0,2025-07-09,,,Auckland,South,AU,,GOLD,34974.77,N,Y,invalid_ts,,2024-02-16,POS
CUST06978,Neha,,,-3.0,,user585@mail.com,12345,Auckland,,,1010,,,,Y,,invalid_ts,,POS
CUST02274,Priya,Taylor,,,2025-06-30,user586@mail.com,9867773347,Wellington,,,,SILVER,,,N,2024-12-23 00:00:00,invalid_ts,invalid_date,
CUST06220,David,Brown,,34.0,,,9835003216,Christchurch,North,NZ,1010,PLATINUM,4884.34,,N,invalid_ts,2024-03-12 00:00:00,invalid_date,ECOM
CUST00225,Priya,Wilson,O,,invalid_date,user588@mail.com,12345,Wellington,South,NZ,ABCDE,PLATINUM,10856.15,Y,,,2024-03-08 00:00:00,invalid_date,CRM
CUST06489,Sara,Wilson,M,,2024-01-10,,12345,Auckland,South,AU,1010,PLATINUM,10798.95,Y,Y,2024-01-29 00:00:00,invalid_ts,,ECOM
CUST06613,John,Das,M,,,,12345,,North,AU,ABCDE,,,N,,2024-07-21 00:00:00,invalid_ts,invalid_date,CRM
CUST05205,John,Mehta,F,,invalid_date,,12345,Wellington,North,NZ,6021,GOLD,,,,2025-11-16 00:00:00,,2025-08-31,POS
CUST00621,John,Taylor,O,56.0,invalid_date,user592@mail.com,9705851030,Auckland,,,6021,PLATINUM,,Y,Y,invalid_ts,invalid_ts,invalid_date,POS
CUST02552,Vikram,Wilson,,,invalid_date,,9571006443,,,,1010,SILVER,,,Y,,invalid_ts,,
CUST00884,Riya,Wilson,F,22.0,2024-01-06,user594@mail.com,,Wellington,North,NZ,1010,,31093.18,,N,2024-07-17 00:00:00,invalid_ts,,ECOM
CUST00937,,Mehta,,21.0,invalid_date,user595mail.com,9193670977,Wellington,,AU,1010,GOLD,19196.38,,Y,invalid_ts,invalid_ts,,
CUST06631,Neha,,M,,,,,Christchurch,,NZ,,SILVER,,N,,invalid_ts,,invalid_date,
CUST04640,,Das,F,45.0,2025-07-12,user597@mail.com,12345,Wellington,South,,6021,SILVER,,,Y,2024-03-30 00:00:00,,,CRM
CUST06021,Amit,Mehta,,-3.0,2024-09-13,,12345,,,AU,1010,PLATINUM,,N,Y,2025-11-26 00:00:00,invalid_ts,2025-03-12,ECOM
CUST02328,Neha,Das,,,invalid_date,,,Wellington,,,1010,,27641.27,Y,N,invalid_ts,2025-04-03 00:00:00,,ECOM
CUST05384,David,Patel,M,33.0,,user600@mail.com,,Auckland,,NZ,1010,,29056.73,N,Y,,invalid_ts,,POS
CUST02589,Priya,Sharma,F,,2024-12-15,user601mail.com,12345,,North,AU,6021,PLATINUM,,Y,,,invalid_ts,invalid_date,
CUST06876,Vikram,Singh,F,-3.0,invalid_date,user602mail.com,12345,Auckland,North,AU,6021,GOLD,28502.79,Y,N,invalid_ts,invalid_ts,2024-09-30,
CUST01563,Amit,Patel,O,-3.0,,,,Auckland,,AU,1010,,,,Y,,,,CRM
CUST06407,Rahul,Mehta,,-3.0,,,,Christchurch,South,AU,ABCDE,PLATINUM,37691.32,Y,N,2025-06-04 00:00:00,2025-11-24 00:00:00,invalid_date,POS
CUST04680,John,Sharma,,41.0,2024-10-23,user605mail.com,9640457109,,South,,ABCDE,PLATINUM,14444.11,N,N,invalid_ts,2024-11-30 00:00:00,invalid_date,ECOM
CUST05586,Anna,Wilson,,-3.0,invalid_date,,,Wellington,South,AU,,PLATINUM,,N,N,invalid_ts,,2025-03-06,
CUST03696,,Sharma,M,52.0,,user607@mail.com,12345,Wellington,,NZ,,GOLD,26069.35,Y,Y,,,,POS
CUST03699,Amit,Taylor,M,22.0,2024-09-20,user608@mail.com,12345,Wellington,North,NZ,1010,PLATINUM,,,,invalid_ts,,2024-05-26,CRM
CUST00689,Rahul,Taylor,M,,2025-08-14,user609mail.com,,Christchurch,South,,1010,PLATINUM,,,Y,2025-01-13 00:00:00,,invalid_date,POS
CUST06943,Priya,Kumar,,,,user610@mail.com,12345,,North,NZ,,,45472.32,N,N,2024-02-26 00:00:00,,2025-08-29,ECOM
CUST03390,Anna,Taylor,,-3.0,2025-01-29,user611mail.com,12345,Wellington,,NZ,,,,Y,N,,,invalid_date,
CUST02901,John,,,68.0,,user612mail.com,,Wellington,,NZ,6021,GOLD,2517.49,N,,invalid_ts,,,
CUST03470,David,Brown,M,-3.0,,user613@mail.com,,Wellington,South,AU,ABCDE,,12498.04,,Y,,2025-05-05 00:00:00,,POS
CUST04509,Riya,Patel,M,21.0,invalid_date,user614@mail.com,,,,NZ,1010,,33074.19,N,,2024-03-04 00:00:00,2024-07-08 00:00:00,2024-07-22,ECOM
CUST03921,Anna,Taylor,F,40.0,,user615mail.com,9926509699,Auckland,South,,6021,SILVER,15095.58,Y,N,invalid_ts,2024-07-24 00:00:00,invalid_date,
CUST05738,,Wilson,M,26.0,2025-06-12,user616@mail.com,12345,Wellington,,AU,,PLATINUM,,N,Y,2025-07-26 00:00:00,invalid_ts,,
CUST03515,Rahul,Taylor,,,invalid_date,user617@mail.com,9599796323,Wellington,,AU,1010,,46169.19,,N,2024-10-28 00:00:00,2025-01-22 00:00:00,invalid_date,ECOM
CUST02422,Amit,Mehta,M,-3.0,2024-01-30,user618@mail.com,9519008467,,,NZ,1010,SILVER,,Y,Y,invalid_ts,2025-02-28 00:00:00,,ECOM
CUST02888,Priya,Singh,M,65.0,2024-08-22,user619mail.com,,Auckland,North,AU,1010,SILVER,,N,N,invalid_ts,2025-08-07 00:00:00,,
CUST01216,David,Singh,O,-3.0,2025-04-03,user620@mail.com,12345,,North,AU,6021,PLATINUM,24023.94,,N,,,2024-06-02,
CUST00313,Rahul,Das,M,,2025-10-08,,,Auckland,South,,,GOLD,,N,,,,invalid_date,POS
CUST06127,Anna,Sharma,F,,,user622@mail.com,,Christchurch,,,ABCDE,PLATINUM,21490.73,Y,,2025-10-05 00:00:00,2025-05-20 00:00:00,invalid_date,POS
CUST01756,Vikram,Singh,,-3.0,,user623mail.com,12345,Christchurch,South,,,,129.46,Y,N,2024-12-05 00:00:00,,invalid_date,ECOM
CUST01633,Amit,Patel,O,63.0,,user624@mail.com,,Auckland,North,,ABCDE,PLATINUM,,,N,invalid_ts,2024-12-01 00:00:00,2025-02-24,CRM
CUST06184,Sara,Brown,F,-3.0,invalid_date,,12345,Christchurch,North,,1010,GOLD,37983.86,Y,Y,,2024-01-08 00:00:00,invalid_date,POS
CUST01015,Neha,Mehta,F,71.0,2025-10-30,user626mail.com,12345,Wellington,,,6021,GOLD,9592.23,,Y,invalid_ts,2024-10-06 00:00:00,2025-05-20,POS
CUST06118,Neha,Das,F,,2024-10-26,user627@mail.com,9994245095,Christchurch,North,,ABCDE,PLATINUM,,,Y,2024-09-27 00:00:00,2024-08-10 00:00:00,,ECOM
CUST06421,Priya,Wilson,F,-3.0,invalid_date,user628@mail.com,9706341193,Christchurch,North,AU,,SILVER,,Y,N,2024-09-08 00:00:00,,invalid_date,CRM
CUST01532,David,Kumar,F,57.0,2024-10-31,user629mail.com,,Christchurch,North,AU,ABCDE,GOLD,,,Y,2025-10-05 00:00:00,,2024-11-01,POS
